,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,0.025252567539750546,0.0,0.0,0.0,0.0,0.025252013843406175,0.0,0.02020189897494382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10101525445522111,0.1010152544552211,0.0,0.0,0.0,0.0,0.05050541198079807,0.0,0.0,0.0,0.0,0.0,0.0505026434687083,0.10101525445522111,0.0,0.0,0.0,0.0,0.050507627227610555,0.0,0.10101525445522111,0.0,0.033669536408260765,0.0,0.0,0.0,0.050507627227610555,0.020201544613169108,0.0,0.0,0.0,0.03367052077530713
1,0.025252567539750546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010063938565939,0.02020119021720232,0.0,0.0,0.03366855196926,0.0,0.0,0.0,0.0,0.05050541198079805,0.033669536278743986,0.02020225339577919,0.0,0.0,0.0,0.0,0.05050485818124039,0.0,0.02525146009849314,0.0,0.0,0.0,0.0,0.020202253395779194,0.0,0.0,0.0,0.0,0.02525256753975055,0.0,0.020202253395779194,0.0,0.0,0.0,0.0,0.050505411980798054,0.0,0.0,0.0,0.0,0.0,0.10100639385659388
2,0.0,0.0,0.0,0.033671751485073696,0.0,0.10101525445522107,0.025252567539750546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050505411980798054,0.050507627227610534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025253259789956888,0.0,0.0,0.0,0.02020234200584593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02020189897494382,0.033670766916540536,0.0,0.0,0.0,0.033670520775307126,0.0,0.0,0.0,0.0
3,0.0,0.0,0.033671751485073696,0.0,0.0,0.05050762722761055,0.02020225339577919,0.025252013770553784,0.0,0.0,0.0,0.020201544566543883,0.0,0.0,0.033670766916540536,0.1010152544552211,0.0,0.0,0.0,0.0,0.020201898974943816,0.0,0.0,0.10100639385659387,0.0,0.0,0.0,0.05050319692829693,0.020201898974943816,0.0,0.0,0.0,0.0,0.020201898974943816,0.0,0.03366978240558364,0.0,0.0,0.0,0.03366953627874398,0.0,0.02525325978995689,0.02020189897494382,0.0,0.0,0.02525312133323583,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020201544613169104,0.1010152544552211,0.03367150532944528,0.0,0.03366978240558364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05050707337947106,0.0,0.0,0.0,0.0,0.05050541198079807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025252567539750546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02525146009849314,0.0,0.0,0.020202164786489753,0.03367052077530714,0.0,0.0
5,0.0,0.0,0.10101525445522107,0.05050762722761055,0.0,0.0,0.033669536278743986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010063938565939,0.10101525445522107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033670766916540536,0.0,0.0,0.0,0.025252705990399027,0.0,0.0,0.02020189897494382,0.0,0.0,0.0,0.0,0.02020234200584593,0.0,0.0,0.0,0.02020225339577919,0.025252013770553788,0.05050541198079807,0.0,0.0,0.0,0.0505048581812404,0.0,0.0,0.0,0.0
6,0.025252013843406175,0.0,0.025252567539750546,0.02020225339577919,0.0,0.033669536278743986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0505048581812404,0.025252567539750546,0.0,0.0,0.020201899021570678,0.020201899021570675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050505411980798054,0.020201899021570678,0.0,0.0,0.0,0.0,0.0,0.0,0.03366855196926,0.0,0.1010063938565939,0.03367052077530713,0.0,0.0,0.025252013843406175,0.10100639385659388,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.025252013770553784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1010063938565939,0.0,0.025252567539750546,0.0,0.020201898974943816,0.0,0.0,0.0,0.0,0.10101525445522107,0.0,0.02019508484171549,0.03366953627874398,0.0,0.0,0.0,0.05050485818124039,0.1010152544552211,0.0,0.0,0.0,0.0,0.10101525445522107,0.0,0.033670520775307126,0.0,0.0505048581812404,0.0,0.10100639385659388,0.0,0.0,0.10101525445522111,0.0,0.0,0.0,0.0,0.0,0.033670520775307126,0.0
8,0.02020189897494382,0.1010063938565939,0.0,0.0,0.020201544613169104,0.0,0.0,0.0,0.0,0.02525146009849314,0.0,0.0,0.050502643468708294,0.0,0.0,0.0,0.0,0.10101525445522105,0.025252013770553788,0.0,0.0,0.020201456010097145,0.0,0.0,0.033669536278743986,0.0,0.03366855196925999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02020189897494382,0.0,0.0,0.0,0.0,0.0,0.0,0.10101525445522107,0.0,0.0,0.0,0.0,0.0,0.05050319692829694
9,0.0,0.02020119021720232,0.0,0.0,0.1010152544552211,0.0,0.0,0.0,0.02525146009849314,0.0,0.05050707337947104,0.0,0.05050319692829694,0.0,0.0,0.0,0.0,0.020201544613169104,0.0,0.0,0.0,0.10101303908695604,0.0,0.0,0.0,0.020199950389399552,0.1010063938565939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033669536278743986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03366756758782413,0.0,0.0,0.025252429090620195,0.0505048581812404,0.0,0.0
